,vendor
CVE-2019-5030,antennahouse
CVE-2013-4751,sensiolabs
CVE-2013-4751,fedoraproject
CVE-2013-4751,redhat
CVE-2019-5150,youphptube
CVE-2016-9453,libtiff
CVE-2016-9453,opensuse
CVE-2016-9453,debian
CVE-2018-1000879,libarchive
CVE-2018-1000879,fedoraproject
CVE-2018-1000879,opensuse
CVE-2019-3462,debian
CVE-2019-3462,canonical
CVE-2019-3462,netapp
CVE-2012-6124,call-cc
CVE-2019-13081,quest
CVE-2019-13080,quest
CVE-2019-13079,quest
CVE-2019-13078,quest
CVE-2019-13077,quest
CVE-2019-13076,quest
CVE-2019-12918,quest
CVE-2019-12917,quest
CVE-2016-4401,arubanetworks
CVE-2014-8181,redhat
CVE-2011-4625,simplesamlphp
CVE-2011-4625,debian
CVE-2013-4518,redhat
CVE-2013-2260,cryptocat_project
CVE-2018-16417,arubanetworks
CVE-2018-16417,siemens
CVE-2019-18653,avast
CVE-2018-19162,diviproject
CVE-2013-0178,redislabs
CVE-2018-19163,stratisplatform
CVE-2018-19164,reddcoin
CVE-2013-0180,redislabs
CVE-2018-19165,nebl
CVE-2013-4104,cryptocat_project
CVE-2015-8980,php-gettext_project
CVE-2015-8980,opensuse
CVE-2015-8980,redhat
CVE-2015-8980,fedoraproject
CVE-2018-19166,peercoin
CVE-2017-17697,goharbor
CVE-2013-2075,call-cc
CVE-2018-3983,atlantiswordprocessor
CVE-2013-1932,mantisbt
CVE-2019-8158,magento
CVE-2019-8156,magento
CVE-2019-8132,magento
CVE-2019-10218,samba
CVE-2019-10218,fedoraproject
CVE-2007-0899,clamav
CVE-2007-0899,debian
CVE-2019-0205,apache
CVE-2006-3100,termpkg_project
CVE-2006-0061,sillycycle
CVE-2019-18603,openafs
CVE-2019-18602,openafs
CVE-2019-18601,openafs
CVE-2019-7146,elfutils_project
CVE-2019-6706,lua
CVE-2019-6706,canonical
CVE-2019-6465,isc
CVE-2019-5010,python
CVE-2019-12415,apache
CVE-2019-1000020,libarchive
CVE-2019-1000020,canonical
CVE-2019-1000020,debian
CVE-2019-1000020,fedoraproject
CVE-2019-1000020,opensuse
CVE-2019-1000020,redhat
CVE-2019-1000019,libarchive
CVE-2019-1000019,debian
CVE-2019-1000019,canonical
CVE-2019-1000019,fedoraproject
CVE-2019-1000019,opensuse
CVE-2019-1000019,redhat
CVE-2018-5745,isc
CVE-2018-20657,gnu
CVE-2018-20657,f5
CVE-2018-19854,linux
CVE-2018-19854,canonical
CVE-2018-18751,gnu
CVE-2018-18751,canonical
CVE-2018-18751,redhat
CVE-2018-10393,xiph.org
CVE-2018-10392,xiph.org
CVE-2018-1000878,libarchive
CVE-2018-1000878,debian
CVE-2018-1000878,canonical
CVE-2018-1000878,fedoraproject
CVE-2018-1000878,opensuse
CVE-2018-1000878,redhat
CVE-2018-1000877,libarchive
CVE-2018-1000877,debian
CVE-2018-1000877,canonical
CVE-2018-1000877,fedoraproject
CVE-2018-1000877,redhat
CVE-2019-8233,magento
CVE-2019-8229,magento
CVE-2019-8228,magento
CVE-2019-8227,magento
CVE-2019-8159,magento
CVE-2019-8155,magento
CVE-2019-8154,magento
CVE-2019-8153,magento
CVE-2019-8152,magento
CVE-2019-8151,magento
CVE-2019-8150,magento
CVE-2019-8149,magento
CVE-2019-8148,magento
CVE-2019-8144,magento
CVE-2019-8141,magento
CVE-2019-8140,magento
CVE-2019-8139,magento
CVE-2019-8138,magento
CVE-2019-8137,magento
CVE-2019-8135,magento
CVE-2019-8134,magento
CVE-2019-8133,magento
CVE-2019-8131,magento
CVE-2019-8130,magento
CVE-2019-8129,magento
CVE-2019-8127,magento
CVE-2019-8126,magento
CVE-2019-8125,magento
CVE-2019-8124,magento
CVE-2019-8122,magento
CVE-2019-8118,magento
CVE-2019-8116,magento
CVE-2019-8114,magento
CVE-2019-8113,magento
CVE-2019-8112,magento
CVE-2019-8111,magento
CVE-2019-8110,magento
CVE-2019-8109,magento
CVE-2019-8108,magento
CVE-2019-8107,magento
CVE-2019-8093,magento
CVE-2019-8092,magento
CVE-2019-8091,magento
CVE-2019-5068,mesa3d
CVE-2018-4002,cujo
CVE-2016-4983,dovecot
CVE-2016-4983,opensuse
CVE-2016-4983,redhat
CVE-2013-5123,pypa
CVE-2013-5123,virtualenv
CVE-2013-5123,fedoraproject
CVE-2013-5123,redhat
CVE-2013-5123,debian
CVE-2011-1460,google
CVE-2011-1459,google
CVE-2018-4031,getcujo
CVE-2019-13547,advantech
CVE-2019-13551,advantech
CVE-2019-5043,google
CVE-2019-16295,centos-webpanel
CVE-2019-18226,honeywell
CVE-2019-18226,honeweyll
CVE-2019-18228,honeywell
CVE-2019-18228,honeweyll
CVE-2019-18229,advantech
CVE-2019-6657,f5
CVE-2019-6658,f5
CVE-2019-13496,oneidentity
CVE-2010-3660,typo3
CVE-2019-13497,oneidentity
CVE-2019-17551,apakgroup
CVE-2013-0186,redhat
CVE-2019-9192,gnu
CVE-2019-6142,forcepoint
CVE-2019-5089,investintech
CVE-2019-5088,investintech
CVE-2019-17624,x
CVE-2019-16284,hp
CVE-2018-20796,gnu
CVE-2018-20796,netapp
CVE-2018-16513,artifex
CVE-2018-16513,canonical
CVE-2018-16513,debian
CVE-2018-16513,pulsesecure
CVE-2018-15911,debian
CVE-2018-15911,canonical
CVE-2018-15911,artifex
CVE-2018-15911,redhat
CVE-2018-15911,pulsesecure
CVE-2018-15910,debian
CVE-2018-15910,canonical
CVE-2018-15910,artifex
CVE-2018-15910,redhat
CVE-2018-15910,pulsesecure
CVE-2011-1135,s9y
CVE-2011-1134,s9y
CVE-2011-1133,s9y
CVE-2019-1982,cisco
CVE-2019-1981,cisco
CVE-2019-1980,cisco
CVE-2019-1978,cisco
CVE-2019-18780,veritas
CVE-2019-1877,cisco
CVE-2019-18631,centrify
CVE-2019-1789,clamav
CVE-2019-1734,cisco
CVE-2019-17211,mbed
CVE-2019-17062,oxid-esales
CVE-2019-15966,cisco
CVE-2019-12625,clamav
CVE-2019-10084,apache
CVE-2013-6275,horde
CVE-2013-6275,debian
CVE-2013-5661,isc
CVE-2013-5661,nlnetlabs
CVE-2013-5661,nic
CVE-2013-5661,redhat
CVE-2010-3673,typo3
CVE-2010-3672,typo3
CVE-2010-3671,typo3
CVE-2010-3670,typo3
CVE-2010-2222,redhat
CVE-2010-1678,osgeo
CVE-2016-10703,ecstatic_project
CVE-2009-5041,debian
CVE-2019-18189,trendmicro
CVE-2019-7619,elastic
CVE-2010-2061,rpcbind_project
CVE-2017-5331,icoutils_project
CVE-2017-5331,canonical
CVE-2017-5331,debian
CVE-2017-5331,opensuse
CVE-2010-2064,rpcbind_project
CVE-2019-18230,honeywell
CVE-2019-0350,sap
CVE-2019-18680,linux
CVE-2013-3718,gnome
CVE-2013-3718,debian
CVE-2013-3718,opensuse
CVE-2013-3718,redhat
CVE-2019-18362,jetbrains
CVE-2010-3666,typo3
CVE-2019-18361,jetbrains
CVE-2019-18360,jetbrains
CVE-2013-4107,cryptocat_project
CVE-2019-18624,opera
CVE-2010-3665,typo3
CVE-2019-5533,vmware
CVE-2019-17675,wordpress
CVE-2019-17671,wordpress
CVE-2019-17670,wordpress
CVE-2019-17669,wordpress
CVE-2019-2389,mongodb
CVE-2013-4110,cryptocat_project
CVE-2019-0724,microsoft
CVE-2019-6845,schneider-electric
CVE-2010-3668,typo3
CVE-2010-3669,typo3
CVE-2018-18929,trms
CVE-2019-18663,isl
CVE-2018-16659,rausoft
CVE-2018-15560,python
CVE-2018-18930,trms
CVE-2018-18931,trms
CVE-2010-3663,typo3
CVE-2019-18604,axohelp.c_project
CVE-2019-18604,axodraw2_project
CVE-2010-3662,typo3
CVE-2010-3664,typo3
CVE-2010-3667,typo3
CVE-2019-10249,eclipse
CVE-2019-15809,microchip
CVE-2019-15809,athena-scs
CVE-2019-15809,cryptsoft
CVE-2019-15809,tecsec
CVE-2019-15809,thalesgroup
CVE-2018-5744,isc
CVE-2019-10743,archiver_project
CVE-2019-15681,libvnc_project
CVE-2019-16647,maxthon
CVE-2019-15683,turbovnc
CVE-2019-18632,europa
CVE-2013-1391,huntcctv
CVE-2013-1391,capturecctv
CVE-2013-1391,hachi
CVE-2013-1391,novuscctv
CVE-2013-1391,vsp
CVE-2019-18633,europa
CVE-2012-6122,call-cc
CVE-2010-0398,autokey_project
CVE-2019-18277,haproxy
CVE-2010-0737,redhat
CVE-2019-17598,lightbend
CVE-2019-17212,mbed
CVE-2013-6461,nokogiri
CVE-2013-6461,debian
CVE-2013-6461,redhat
CVE-2013-6460,nokogiri
CVE-2013-6460,debian
CVE-2013-6460,redhat
CVE-2019-18635,themooltipass
CVE-2012-6125,call-cc
CVE-2019-12314,deltek
CVE-2019-11341,google
CVE-2018-8839,deltaww
CVE-2019-15703,fortinet
CVE-2019-18206,zucchetti
CVE-2018-6336,osquery
CVE-2019-17224,compal
CVE-2019-5536,vmware
CVE-2019-17221,phantomjs
CVE-2016-1000002,gnome
CVE-2016-1000002,redhat
CVE-2016-1000002,debian
CVE-2016-1000002,opensuse
CVE-2013-6364,horde
CVE-2013-6364,debian
CVE-2019-5537,vmware
CVE-2005-3056,twiki
CVE-2019-5538,vmware
CVE-2013-2261,cryptocat_project
CVE-2013-4102,cryptocat_project
CVE-2013-2257,cryptocat_project
CVE-2013-2259,cryptocat_project
CVE-2013-4105,cryptocat_project
CVE-2013-2262,cryptocat_project
CVE-2013-4100,cryptocat_project
CVE-2019-3685,opensuse
CVE-2019-10223,kubernetes
CVE-2019-10223,redhat
CVE-2013-4374,redhat
CVE-2019-6128,libtiff
CVE-2019-6128,canonical
CVE-2019-6128,opensuse
CVE-2017-5333,icoutils_project
CVE-2017-5333,redhat
CVE-2017-5333,canonical
CVE-2017-5333,debian
CVE-2017-5333,opensuse
CVE-2013-4409,reviewboard
CVE-2013-4409,fedoraproject
CVE-2013-4409,redhat
CVE-2019-18667,pfsense
CVE-2005-2350,websieve_project
CVE-2013-2738,readymedia_project
CVE-2013-2600,miniupnp_project
CVE-2013-2600,debian
CVE-2013-2739,readymedia_project
CVE-2013-2739,debian
CVE-2019-16907,infosysta
CVE-2019-16908,infosysta
CVE-2019-18178,amazon
CVE-2019-17210,arm
CVE-2013-4251,scipy
CVE-2013-4251,fedoraproject
CVE-2013-4251,redhat
CVE-2013-4251,debian
CVE-2019-16909,infosysta
CVE-2019-16906,infosysta
CVE-2019-5151,youphptube
CVE-2013-4168,smokeping
CVE-2013-4168,debian
CVE-2013-4168,fedoraproject
CVE-2013-2227,glpi-project
CVE-2013-2227,debian
CVE-2005-4890,debian
CVE-2005-4890,sudo_project
CVE-2005-4890,redhat
CVE-2013-4412,berlios
CVE-2013-4412,debian
CVE-2010-2548,redhat
CVE-2010-2783,redhat
CVE-2019-18654,avg
CVE-2019-18636,jitbit
CVE-2010-3661,typo3
CVE-2019-18665,secudos
CVE-2019-18664,secudos
CVE-2019-7620,elastic
CVE-2019-16511,firegiant
CVE-2019-15682,rdesktop
CVE-2019-18608,cezerin
CVE-2019-10208,postgresql
CVE-2018-1000,microsoft
CVE-2013-4101,cryptocat_project
CVE-2019-18684,sudo_project
CVE-2019-18683,linux
CVE-2018-19031,360
CVE-2018-21030,jupyter
CVE-2019-18366,jetbrains
CVE-2019-18367,jetbrains
CVE-2019-18368,jetbrains
CVE-2019-18465,ipswitch
CVE-2019-18227,advantech
CVE-2019-5095,tempo
CVE-2019-13508,freetds
CVE-2019-13508,canonical
CVE-2019-18673,shiftcrypto
CVE-2019-18668,wpwham
CVE-2019-14360,hyundaiusa
CVE-2019-14358,archos
CVE-2019-6469,isc
CVE-2018-1732,ibm
CVE-2019-18369,jetbrains
CVE-2019-18364,jetbrains
CVE-2019-18363,jetbrains
CVE-2013-1934,mantisbt
CVE-2013-1934,debian
CVE-2019-17321,clipsoft
CVE-2019-17322,clipsoft
CVE-2019-17323,clipsoft
CVE-2018-18678,gnuboard
CVE-2019-17324,clipsoft
CVE-2019-17325,clipsoft
CVE-2019-18205,zucchetti
CVE-2013-2255,openstack
CVE-2013-2255,redhat
CVE-2013-2255,debian
CVE-2013-0165,redhat
CVE-2005-2351,mutt
CVE-2005-2351,debian
CVE-2019-18204,zucchetti
CVE-2013-1951,mediawiki
CVE-2013-1951,debian
CVE-2019-17326,clipsoft
CVE-2019-11660,microfocus
CVE-2019-10210,postgresql
CVE-2010-0207,xpdfreader
CVE-2010-0206,xpdfreader
CVE-2019-3977,mikrotik
CVE-2019-3976,mikrotik
CVE-2012-0694,sugarcrm
CVE-2019-12752,symantec
CVE-2013-4367,ovirt
CVE-2013-1666,foswiki
CVE-2010-3375,qtparted_project
CVE-2019-8287,tightvnc
CVE-2011-2538,cisco
CVE-2019-9757,labkey
CVE-2011-4931,gpw_project
CVE-2011-4931,debian
CVE-2016-4289,gmer
CVE-2019-9758,labkey
CVE-2019-9926,labkey
CVE-2019-18384,terra-master
CVE-2019-18199,fujitsu
CVE-2019-18200,fujitsu
CVE-2019-18201,fujitsu
CVE-2019-3636,mcafee
CVE-2019-17181,intrasrv_project
CVE-2019-6847,schneider-electric
CVE-2009-3723,asterisk
CVE-2009-3723,debian
CVE-2019-6843,schneider-electric
CVE-2009-3887,ytnef_project
CVE-2010-3373,grsecurity
CVE-2010-3373,debian
CVE-2018-5743,f5
CVE-2018-5743,isc
CVE-2012-2979,freebsd
CVE-2011-3923,apache
CVE-2011-3923,redhat
CVE-2010-4245,translatehouse
CVE-2011-0428,ikiwiki
CVE-2019-3978,mikrotik
CVE-2019-3979,mikrotik
CVE-2019-6844,schneider-electric
CVE-2019-6842,schneider-electric
CVE-2019-6841,schneider-electric
CVE-2009-4900,pixelpost
CVE-2009-4899,pixelpost
CVE-2005-2349,zoo_project
CVE-2002-2444,snoopy_project
CVE-2019-10762,medoo
CVE-2019-6848,schneider-electric
CVE-2019-6849,schneider-electric
CVE-2019-6850,schneider-electric
CVE-2019-6467,isc
CVE-2019-12417,apache
CVE-2019-6468,isc
CVE-2019-6471,f5
CVE-2019-6471,isc
CVE-2019-18383,terra-master
CVE-2019-16754,
CVE-2019-15702,
CVE-2019-15134,riot-os
CVE-2019-18645,totaldefense
CVE-2019-18644,totaldefense
CVE-2019-18656,pimcore
CVE-2019-16675,phoenixcontact
CVE-2012-6123,call-cc
CVE-2012-6123,debian
CVE-2019-18408,libarchive
CVE-2019-18408,debian
CVE-2019-18408,canonical
CVE-2019-18281,qt
CVE-2019-11042,php
CVE-2019-11042,debian
CVE-2019-11042,canonical
CVE-2019-11042,apple
CVE-2019-11042,opensuse
CVE-2019-11041,php
CVE-2019-11041,debian
CVE-2019-11041,canonical
CVE-2019-11041,apple
CVE-2019-11041,opensuse
CVE-2019-13553,carel
CVE-2019-13549,carel
CVE-2019-11369,carel
CVE-2019-18188,trendmicro
CVE-2019-18187,trendmicro
CVE-2019-14450,repetier-server
CVE-2018-1002201,jrebel
CVE-2019-17424,nipper-ng_project
CVE-2017-1000043,mapbox
CVE-2019-5049,amd
CVE-2013-2024,call-cc
CVE-2013-2024,debian
CVE-2013-2012,autojump_project
CVE-2013-2012,debian
CVE-2013-1931,mantisbt
CVE-2013-1931,fedoraproject
CVE-2013-1930,mantisbt
CVE-2013-1930,fedoraproject
CVE-2012-5577,python
CVE-2012-5577,debian
CVE-2010-0749,transmissionbt
CVE-2010-0749,debian
CVE-2010-0748,transmissionbt
CVE-2010-0748,debian
CVE-2018-7184,ntp
CVE-2018-7184,synology
CVE-2018-7184,slackware
CVE-2018-7184,canonical
CVE-2018-7184,netapp
CVE-2018-7183,ntp
CVE-2018-7183,freebsd
CVE-2018-7183,canonical
CVE-2018-7183,netapp
CVE-2018-7182,ntp
CVE-2018-7182,canonical
CVE-2018-7182,netapp
CVE-2016-9042,ntp
CVE-2016-9042,freebsd
CVE-2019-17120,wikidsystems
CVE-2019-16700,slub-dresden
CVE-2019-16251,yithemes
CVE-2019-18424,xen
CVE-2019-16278,nazgul
CVE-2019-18611,mediawiki
CVE-2019-18612,mediawiki
CVE-2019-18198,linux
CVE-2019-18198,canonical
CVE-2019-16995,linux
CVE-2019-16994,linux
CVE-2019-17596,golang
CVE-2019-17596,debian
CVE-2017-5614,cpanel
CVE-2002-2439,gnu
CVE-2019-18413,typestack_class-validator_project
CVE-2019-16897,k7computing
CVE-2017-15725,devada
CVE-2010-1673,ikiwiki
CVE-2010-0747,linbit
CVE-2019-18419,clonos
CVE-2019-11283,pivotal_software
CVE-2012-0046,mediawiki
CVE-2012-1187,bitlbee
CVE-2010-4237,mercurial
CVE-2019-1010180,gnu
CVE-2018-8945,gnu
CVE-2018-8945,redhat
CVE-2018-7643,gnu
CVE-2018-7643,redhat
CVE-2018-7642,gnu
CVE-2018-7642,redhat
CVE-2018-7570,gnu
CVE-2018-7569,gnu
CVE-2018-7569,redhat
CVE-2018-7568,gnu
CVE-2018-7568,redhat
CVE-2018-7208,gnu
CVE-2018-7208,redhat
CVE-2018-6872,gnu
CVE-2018-6759,gnu
CVE-2018-6543,gnu
CVE-2018-6323,gnu
CVE-2018-6307,libvnc_project
CVE-2018-6307,canonical
CVE-2018-6307,debian
CVE-2018-20750,libvncserver_project
CVE-2018-20750,canonical
CVE-2018-20750,debian
CVE-2018-20749,libvnc_project
CVE-2018-20749,debian
CVE-2018-20749,canonical
CVE-2018-20748,libvnc_project
CVE-2018-20748,debian
CVE-2018-20748,canonical
CVE-2018-20671,gnu
CVE-2018-20623,gnu
CVE-2018-18607,gnu
CVE-2018-18607,debian
CVE-2018-18607,netapp
CVE-2018-18606,gnu
CVE-2018-18606,debian
CVE-2018-18606,netapp
CVE-2018-18605,gnu
CVE-2018-18605,debian
CVE-2018-18605,netapp
CVE-2018-18484,gnu
CVE-2018-18483,gnu
CVE-2018-18309,gnu
CVE-2018-17985,gnu
CVE-2018-17360,gnu
CVE-2018-17359,gnu
CVE-2018-17358,gnu
CVE-2018-15127,libvnc_project
CVE-2018-15127,canonical
CVE-2018-15127,redhat
CVE-2018-15127,debian
CVE-2018-15126,libvnc_project
CVE-2018-15126,canonical
CVE-2018-15126,debian
CVE-2012-2945,apache
CVE-2018-10727,fabrikar
CVE-2019-10209,postgresql
CVE-2019-10748,sequelizejs
CVE-2019-10749,sequelizejs
CVE-2019-11282,pivotal_software
CVE-2019-5127,youphptube
CVE-2019-5128,youphptube
CVE-2019-5129,youphptube
CVE-2019-0210,apache
CVE-2019-11043,php
CVE-2019-11043,canonical
CVE-2019-11043,debian
CVE-2019-15678,tightvnc
CVE-2019-15679,tightvnc
CVE-2019-15680,tightvnc
CVE-2019-15780,formidableforms
CVE-2010-3293,mailscanner
CVE-2019-9699,symantec
CVE-2019-18196,teamviewer
CVE-2019-13525,honeywell
CVE-2019-13546,philips
CVE-2018-1000855,basecamp
CVE-2019-18195,terra-master
CVE-2019-10443,jenkins
CVE-2019-10440,jenkins
CVE-2018-17419,dns_library_project
CVE-2019-14926,mitsubishielectric
CVE-2019-14926,inea
CVE-2019-14927,mitsubishielectric
CVE-2019-14927,inea
CVE-2019-14928,mitsubishielectric
CVE-2019-14928,inea
CVE-2019-18385,terra-master
CVE-2019-14929,mitsubishielectric
CVE-2019-14929,inea
CVE-2019-14930,mitsubishielectric
CVE-2019-14930,inea
CVE-2019-14931,mitsubishielectric
CVE-2019-14931,inea
CVE-2019-4546,ibm
CVE-2019-4600,ibm
CVE-2018-11093,ckeditor
CVE-2019-14276,xnat
CVE-2019-5120,youphptube
CVE-2019-18409,zenspider
CVE-2019-6692,fortinet
CVE-2019-5114,youphptube
CVE-2019-5116,youphptube
CVE-2019-5117,youphptube
CVE-2019-14925,mitsubishielectric
CVE-2019-14925,inea
CVE-2019-1010241,jenkins
CVE-2019-7425,zohocorp
CVE-2019-16869,netty
CVE-2019-16869,debian
CVE-2019-12147,sangoma
CVE-2019-5119,youphptube
CVE-2019-17506,dlink
CVE-2019-1010096,domainmod
CVE-2019-1010095,domainmod
CVE-2016-10937,imapfilter_project
CVE-2019-12148,sangoma
CVE-2019-3943,mikrotik
CVE-2018-5742,isc
CVE-2019-4262,ibm
CVE-2019-18382,avstar
CVE-2019-4397,ibm
CVE-2015-0270,zend
CVE-2019-5508,netapp
CVE-2019-18466,libpod_project
CVE-2019-4036,ibm
CVE-2019-4409,hcltech
CVE-2019-15929,craftcms
CVE-2015-9510,easydigitaldownloads
CVE-2017-14160,xiph.org
CVE-2014-2304,projectfloodlight
CVE-2019-5121,youphptube
CVE-2019-18355,thycotic
CVE-2019-5122,youphptube
CVE-2019-8236,adobe
CVE-2019-18212,xml_language_server_project
CVE-2019-18212,eclipse
CVE-2019-18212,theia_xml_extension_project
CVE-2019-18213,xml_language_server_project
CVE-2019-18213,eclipse
CVE-2019-18213,theia_xml_extension_project
CVE-2019-17371,libpng
CVE-2019-18394,igniterealtime
CVE-2019-5123,youphptube
CVE-2011-1408,ikiwiki
CVE-2011-1408,debian
CVE-2019-16729,pam-python_project
CVE-2018-17431,comodo
CVE-2018-12154,intel
CVE-2018-12153,intel
CVE-2018-12152,intel
CVE-2019-13116,mulesoft
CVE-2019-10747,set-value_project
CVE-2019-11253,kubernetes
CVE-2019-11249,kubernetes
CVE-2019-12516,slickquiz_project
CVE-2010-4239,tiki
CVE-2010-4240,tiki
CVE-2010-4241,tiki
CVE-2019-6851,schneider-electric
CVE-2019-9763,openfind
CVE-2019-6144,forcepoint
CVE-2019-4339,ibm
CVE-2019-4330,ibm
CVE-2019-4329,ibm
CVE-2019-4314,ibm
CVE-2019-4311,ibm
CVE-2019-4309,ibm
CVE-2019-4307,ibm
CVE-2019-4306,ibm
CVE-2019-18418,clonos
CVE-2019-18224,gnu
CVE-2019-16662,rconfig
CVE-2019-12290,gnu
CVE-2019-11021,schlix
CVE-2018-11768,apache
CVE-2018-0504,mediawiki
CVE-2018-0504,debian
CVE-2015-0009,microsoft
CVE-2015-0008,microsoft
CVE-2019-16663,rconfig
CVE-2017-1321,ibm
CVE-2017-14742,labf
CVE-2019-18221,corehr
CVE-2019-18370,mi
CVE-2019-18371,mi
CVE-2019-12017,mapr
CVE-2019-5012,wacom
CVE-2019-5013,wacom
CVE-2016-5202,google
CVE-2013-4855,d-link
CVE-2013-4658,linksys
CVE-2013-4856,d-link
CVE-2015-9517,easydigitaldownloads
CVE-2015-9516,easydigitaldownloads
CVE-2015-9518,easydigitaldownloads
CVE-2015-9519,easydigitaldownloads
CVE-2015-9520,easydigitaldownloads
CVE-2015-9521,easydigitaldownloads
CVE-2015-9522,easydigitaldownloads
CVE-2015-9523,easydigitaldownloads
CVE-2015-9524,easydigitaldownloads
CVE-2016-2358,milesight
CVE-2016-2357,milesight
CVE-2016-2360,milesight
CVE-2016-2359,milesight
CVE-2016-2356,milesight
CVE-2019-18350,ant.design
CVE-2019-17093,avast
CVE-2019-17093,avg
CVE-2015-9506,easydigitaldownloads
CVE-2019-18348,python
CVE-2019-12095,horde
CVE-2017-14633,xiph.org
CVE-2017-14633,debian
CVE-2017-14633,canonical
CVE-2017-14632,xiph.org
CVE-2017-14632,debian
CVE-2017-14632,canonical
CVE-2019-18393,igniterealtime
CVE-2019-4394,ibm
CVE-2013-4848,tp-link
CVE-2019-4459,ibm
CVE-2019-4398,ibm
CVE-2019-3982,tenable
CVE-2019-4486,ibm
CVE-2019-12094,horde
CVE-2019-17141,foxitsoftware
CVE-2019-17139,foxitsoftware
CVE-2019-17140,foxitsoftware
CVE-2019-17142,foxitsoftware
CVE-2019-17144,foxitsoftware
CVE-2019-17143,foxitsoftware
CVE-2016-4986,jenkins
CVE-2016-3101,jenkins
CVE-2016-4988,jenkins
CVE-2016-4987,jenkins
CVE-2019-17581,dormsystem_project
CVE-2019-18387,hotel_and_lodge_management_system_project
CVE-2019-18415,restaurant_management_system_project
CVE-2019-18414,sourcecodester
CVE-2019-18416,restaurant_management_system_project
CVE-2019-18417,sourcecodester
CVE-2019-17606,hexo-admin_project
CVE-2019-17184,xerox
CVE-2019-16167,sysstat_project
CVE-2019-17145,foxitsoftware
CVE-2019-8237,adobe
CVE-2019-8238,adobe
CVE-2017-16355,phusion
CVE-2017-16355,debian
CVE-2019-13653,tp-link
CVE-2019-13652,tp-link
CVE-2019-13651,tp-link
CVE-2019-13650,tp-link
CVE-2019-13649,tp-link
CVE-2019-9597,darktrace
CVE-2019-9596,darktrace
CVE-2019-10079,apache
CVE-2017-5731,tianocore
CVE-2019-18357,thycotic
CVE-2019-18356,thycotic
CVE-2019-17138,foxitsoftware
CVE-2019-4461,ibm
CVE-2019-16265,codesys
CVE-2019-4396,ibm
CVE-2019-14451,repetier-server
CVE-2019-4400,ibm
CVE-2019-4399,ibm
CVE-2019-11816,netgate
CVE-2019-11816,opnsense
CVE-2019-4395,ibm
CVE-2013-4857,d-link
CVE-2019-18359,mp3gain_project
CVE-2019-16976,fusionpbx
CVE-2019-16977,fusionpbx
CVE-2015-9499,themepunch
CVE-2019-8087,adobe
CVE-2019-8086,adobe
CVE-2019-8082,adobe
CVE-2019-8085,adobe
CVE-2019-8081,adobe
CVE-2019-8080,adobe
CVE-2019-8079,adobe
CVE-2019-8078,adobe
CVE-2019-8088,adobe
CVE-2019-8234,adobe
CVE-2015-9504,weeklynews_theme_project
CVE-2019-8084,adobe
CVE-2019-8083,adobe
CVE-2019-17133,linux
CVE-2015-9503,webmandesign
CVE-2015-9502,webmandesign
CVE-2015-9505,easydigitaldownloads
CVE-2019-18197,xmlsoft
CVE-2019-18197,canonical
CVE-2019-18217,proftpd
CVE-2019-15164,tcpdump
CVE-2019-15163,tcpdump
CVE-2019-15162,tcpdump
CVE-2019-15161,tcpdump
CVE-2019-18218,file_project
CVE-2019-18218,debian
CVE-2019-17350,xen
CVE-2019-17349,xen
CVE-2019-9433,google
CVE-2019-9423,google
CVE-2019-9371,google
CVE-2019-9325,google
CVE-2019-9278,google
CVE-2019-9232,google
CVE-2019-17056,linux
CVE-2019-17055,linux
CVE-2019-17054,linux
CVE-2019-17053,linux
CVE-2019-17052,linux
CVE-2018-19519,tcpdump
CVE-2018-16301,tcpdump
CVE-2015-9507,easydigitaldownloads
CVE-2015-9508,easydigitaldownloads
CVE-2015-9509,easydigitaldownloads
CVE-2015-9511,easydigitaldownloads
CVE-2015-9512,easydigitaldownloads
CVE-2019-2114,google
CVE-2019-17109,koji_project
CVE-2019-14823,jss_cryptomanager_project
CVE-2019-14823,redhat
CVE-2019-13286,glyphandcog
CVE-2019-13283,glyphandcog
CVE-2019-13282,glyphandcog
CVE-2019-13281,glyphandcog
CVE-2019-12958,glyphandcog
CVE-2019-12957,glyphandcog
CVE-2019-12515,glyphandcog
CVE-2017-6062,pingidentity
CVE-2015-9513,easydigitaldownloads
CVE-2015-9514,easydigitaldownloads
CVE-2015-9515,easydigitaldownloads
CVE-2019-18344,sourcecodester
CVE-2019-18280,sourcecodester
CVE-2019-15587,loofah_project
CVE-2019-18278,videolan
CVE-2019-9749,treasuredata
CVE-2013-7333,projectfloodlight
CVE-2019-11933,libpl_droidsonroids_gif_project
CVE-2019-11933,whatsapp
CVE-2015-9536,easydigitaldownloads
CVE-2015-9535,easydigitaldownloads
CVE-2015-9534,easydigitaldownloads
CVE-2015-9533,easydigitaldownloads
CVE-2015-9532,easydigitaldownloads
CVE-2015-9531,easydigitaldownloads
CVE-2015-9530,easydigitaldownloads
CVE-2015-9529,easydigitaldownloads
CVE-2015-9528,easydigitaldownloads
CVE-2015-9527,easydigitaldownloads
CVE-2015-9526,easydigitaldownloads
CVE-2015-9525,easydigitaldownloads
CVE-2019-10459,jenkins
CVE-2019-10462,jenkins
CVE-2019-17351,xen
CVE-2019-17351,linux
CVE-2019-17348,xen
CVE-2019-17347,xen
CVE-2019-17346,xen
CVE-2019-17345,xen
CVE-2019-17344,xen
